,Env,Contribution,Region
SRR5602261,Young,0.49,Jiangsu
SRR5602261,Young,0.43,Jiangsu
SRR5602261,Young,0.47,Jiangsu
SRR5602261,Young,0.59,Jiangsu
SRR5602261,Young,0.43,Jiangsu
SRR5602261,Young,0.57,Jiangsu
SRR5602261,Young,0.51,Jiangsu
SRR5602261,Young,0.64,Jiangsu
SRR5602261,Young,0.54,Jiangsu
SRR5602261,Young,0.48,Jiangsu
SRR5602262,Senior,0.48,Jiangsu
SRR5602262,Senior,0.47,Jiangsu
SRR5602262,Senior,0.53,Jiangsu
SRR5602262,Senior,0.61,Jiangsu
SRR5602262,Senior,0.56,Jiangsu
SRR5602262,Senior,0.44,Jiangsu
SRR5602262,Senior,0.52,Jiangsu
SRR5602262,Senior,0.51,Jiangsu
SRR5602262,Senior,0.59,Jiangsu
SRR5602262,Senior,0.61,Jiangsu
SRR5602262,Senior,0.58,Jiangsu
SRR5602262,Senior,0.57,Jiangsu
SRR5602262,Senior,0.53,Jiangsu
SRR5602262,Senior,0.44,Jiangsu
SRR5602262,Senior,0.57,Jiangsu
SRR5602262,Senior,0.52,Jiangsu
SRR5602262,Senior,0.53,Jiangsu
SRR5602262,Senior,0.63,Jiangsu
SRR5602262,Senior,0.44,Jiangsu
SRR5602262,Senior,0.57,Jiangsu
SRR5602262,Senior,0.56,Jiangsu
SRR5602262,Senior,0.58,Jiangsu
SRR5602262,Senior,0.53,Jiangsu
SRR5602262,Senior,0.48,Jiangsu
SRR5602262,Senior,0.61,Jiangsu
SRR5602262,Young,0.52,Jiangsu
SRR5602262,Young,0.53,Jiangsu
SRR5602262,Young,0.47,Jiangsu
SRR5602262,Young,0.39,Jiangsu
SRR5602262,Young,0.44,Jiangsu
SRR5602262,Young,0.56,Jiangsu
SRR5602262,Young,0.48,Jiangsu
SRR5602262,Young,0.49,Jiangsu
SRR5602262,Young,0.41,Jiangsu
SRR5602262,Young,0.39,Jiangsu
SRR5602262,Young,0.42,Jiangsu
SRR5602262,Young,0.43,Jiangsu
SRR5602262,Young,0.47,Jiangsu
SRR5602262,Young,0.56,Jiangsu
SRR5602262,Young,0.43,Jiangsu
SRR5602262,Young,0.48,Jiangsu
SRR5602262,Young,0.47,Jiangsu
SRR5602262,Young,0.37,Jiangsu
SRR5602262,Young,0.56,Jiangsu
SRR5602262,Young,0.43,Jiangsu
SRR5602262,Young,0.44,Jiangsu
SRR5602262,Young,0.42,Jiangsu
SRR5602262,Young,0.47,Jiangsu
SRR5602262,Young,0.52,Jiangsu
SRR5602262,Young,0.39,Jiangsu
SRR5602263,Senior,0.76,Jiangsu
SRR5602263,Senior,0.81,Jiangsu
SRR5602263,Senior,0.7,Jiangsu
SRR5602263,Senior,0.68,Jiangsu
SRR5602263,Senior,0.78,Jiangsu
SRR5602263,Senior,0.71,Jiangsu
SRR5602263,Senior,0.76,Jiangsu
SRR5602263,Senior,0.77,Jiangsu
SRR5602263,Senior,0.68,Jiangsu
SRR5602263,Senior,0.83,Jiangsu
SRR5602263,Senior,0.75,Jiangsu
SRR5602263,Senior,0.77,Jiangsu
SRR5602263,Senior,0.76,Jiangsu
SRR5602263,Senior,0.73,Jiangsu
SRR5602263,Senior,0.74,Jiangsu
SRR5602263,Young,0.24,Jiangsu
SRR5602263,Young,0.19,Jiangsu
SRR5602263,Young,0.3,Jiangsu
SRR5602263,Young,0.32,Jiangsu
SRR5602263,Young,0.22,Jiangsu
SRR5602263,Young,0.29,Jiangsu
SRR5602263,Young,0.24,Jiangsu
SRR5602263,Young,0.23,Jiangsu
SRR5602263,Young,0.32,Jiangsu
SRR5602263,Young,0.17,Jiangsu
SRR5602263,Young,0.25,Jiangsu
SRR5602263,Young,0.23,Jiangsu
SRR5602263,Young,0.24,Jiangsu
SRR5602263,Young,0.27,Jiangsu
SRR5602263,Young,0.26,Jiangsu
SRR5602264,Senior,0.68,Jiangsu
SRR5602264,Senior,0.72,Jiangsu
SRR5602264,Senior,0.83,Jiangsu
SRR5602264,Senior,0.79,Jiangsu
SRR5602264,Senior,0.69,Jiangsu
SRR5602264,Senior,0.73,Jiangsu
SRR5602264,Senior,0.76,Jiangsu
SRR5602264,Senior,0.73,Jiangsu
SRR5602264,Senior,0.84,Jiangsu
SRR5602264,Senior,0.74,Jiangsu
SRR5602264,Senior,0.82,Jiangsu
SRR5602264,Senior,0.76,Jiangsu
SRR5602264,Senior,0.74,Jiangsu
SRR5602264,Senior,0.81,Jiangsu
SRR5602264,Senior,0.69,Jiangsu
SRR5602264,Senior,0.72,Jiangsu
SRR5602264,Senior,0.84,Jiangsu
SRR5602264,Senior,0.73,Jiangsu
SRR5602264,Senior,0.77,Jiangsu
SRR5602264,Senior,0.78,Jiangsu
SRR5602264,Senior,0.83,Jiangsu
SRR5602264,Young,0.32,Jiangsu
SRR5602264,Young,0.28,Jiangsu
SRR5602264,Young,0.17,Jiangsu
SRR5602264,Young,0.21,Jiangsu
SRR5602264,Young,0.31,Jiangsu
SRR5602264,Young,0.27,Jiangsu
SRR5602264,Young,0.24,Jiangsu
SRR5602264,Young,0.27,Jiangsu
SRR5602264,Young,0.16,Jiangsu
SRR5602264,Young,0.26,Jiangsu
SRR5602264,Young,0.18,Jiangsu
SRR5602264,Young,0.24,Jiangsu
SRR5602264,Young,0.26,Jiangsu
SRR5602264,Young,0.19,Jiangsu
SRR5602264,Young,0.31,Jiangsu
SRR5602264,Young,0.28,Jiangsu
SRR5602264,Young,0.16,Jiangsu
SRR5602264,Young,0.27,Jiangsu
SRR5602264,Young,0.23,Jiangsu
SRR5602264,Young,0.22,Jiangsu
SRR5602264,Young,0.17,Jiangsu
SRR5602265,Senior,0.72,Jiangsu
SRR5602265,Senior,0.76,Jiangsu
SRR5602265,Senior,0.67,Jiangsu
SRR5602265,Senior,0.64,Jiangsu
SRR5602265,Senior,0.75,Jiangsu
SRR5602265,Senior,0.74,Jiangsu
SRR5602265,Senior,0.83,Jiangsu
SRR5602265,Senior,0.69,Jiangsu
SRR5602265,Senior,0.77,Jiangsu
SRR5602265,Senior,0.72,Jiangsu
SRR5602265,Senior,0.82,Jiangsu
SRR5602265,Senior,0.72,Jiangsu
SRR5602265,Senior,0.68,Jiangsu
SRR5602265,Senior,0.82,Jiangsu
SRR5602265,Senior,0.72,Jiangsu
SRR5602265,Young,0.28,Jiangsu
SRR5602265,Young,0.24,Jiangsu
SRR5602265,Young,0.33,Jiangsu
SRR5602265,Young,0.36,Jiangsu
SRR5602265,Young,0.25,Jiangsu
SRR5602265,Young,0.26,Jiangsu
SRR5602265,Young,0.17,Jiangsu
SRR5602265,Young,0.31,Jiangsu
SRR5602265,Young,0.23,Jiangsu
SRR5602265,Young,0.28,Jiangsu
SRR5602265,Young,0.18,Jiangsu
SRR5602265,Young,0.28,Jiangsu
SRR5602265,Young,0.32,Jiangsu
SRR5602265,Young,0.18,Jiangsu
SRR5602265,Young,0.28,Jiangsu
SRR5602266,Senior,0.41,Jiangsu
SRR5602266,Senior,0.54,Jiangsu
SRR5602266,Senior,0.56,Jiangsu
SRR5602266,Senior,0.33,Jiangsu
SRR5602266,Senior,0.55,Jiangsu
SRR5602266,Senior,0.36,Jiangsu
SRR5602266,Senior,0.57,Jiangsu
SRR5602266,Senior,0.54,Jiangsu
SRR5602266,Senior,0.51,Jiangsu
SRR5602266,Senior,0.56,Jiangsu
SRR5602266,Senior,0.4,Jiangsu
SRR5602266,Senior,0.46,Jiangsu
SRR5602266,Senior,0.58,Jiangsu
SRR5602266,Senior,0.65,Jiangsu
SRR5602266,Senior,0.51,Jiangsu
SRR5602266,Senior,0.4,Jiangsu
SRR5602266,Senior,0.46,Jiangsu
SRR5602266,Young,0.59,Jiangsu
SRR5602266,Young,0.46,Jiangsu
SRR5602266,Young,0.44,Jiangsu
SRR5602266,Young,0.67,Jiangsu
SRR5602266,Young,0.45,Jiangsu
SRR5602266,Young,0.64,Jiangsu
SRR5602266,Young,0.43,Jiangsu
SRR5602266,Young,0.46,Jiangsu
SRR5602266,Young,0.49,Jiangsu
SRR5602266,Young,0.44,Jiangsu
SRR5602266,Young,0.6,Jiangsu
SRR5602266,Young,0.54,Jiangsu
SRR5602266,Young,0.42,Jiangsu
SRR5602266,Young,0.35,Jiangsu
SRR5602266,Young,0.49,Jiangsu
SRR5602266,Young,0.6,Jiangsu
SRR5602266,Young,0.54,Jiangsu
SRR5602267,Senior,0.57,Jiangsu
SRR5602267,Senior,0.55,Jiangsu
SRR5602267,Senior,0.61,Jiangsu
SRR5602267,Senior,0.7,Jiangsu
SRR5602267,Senior,0.62,Jiangsu
SRR5602267,Senior,0.52,Jiangsu
SRR5602267,Senior,0.64,Jiangsu
SRR5602267,Senior,0.65,Jiangsu
SRR5602267,Senior,0.58,Jiangsu
SRR5602267,Senior,0.46,Jiangsu
SRR5602267,Senior,0.53,Jiangsu
SRR5602267,Senior,0.58,Jiangsu
SRR5602267,Senior,0.68,Jiangsu
SRR5602267,Young,0.43,Jiangsu
SRR5602267,Young,0.45,Jiangsu
SRR5602267,Young,0.39,Jiangsu
SRR5602267,Young,0.3,Jiangsu
SRR5602267,Young,0.38,Jiangsu
SRR5602267,Young,0.48,Jiangsu
SRR5602267,Young,0.36,Jiangsu
SRR5602267,Young,0.35,Jiangsu
SRR5602267,Young,0.42,Jiangsu
SRR5602267,Young,0.54,Jiangsu
SRR5602267,Young,0.47,Jiangsu
SRR5602267,Young,0.42,Jiangsu
SRR5602267,Young,0.32,Jiangsu
SRR5602270,Senior,0.51,Jiangsu
SRR5602270,Senior,0.6,Jiangsu
SRR5602270,Senior,0.51,Jiangsu
SRR5602270,Senior,0.52,Jiangsu
SRR5602270,Senior,0.69,Jiangsu
SRR5602270,Senior,0.73,Jiangsu
SRR5602270,Senior,0.65,Jiangsu
SRR5602270,Senior,0.62,Jiangsu
SRR5602270,Senior,0.57,Jiangsu
SRR5602270,Senior,0.52,Jiangsu
SRR5602270,Senior,0.54,Jiangsu
SRR5602270,Senior,0.54,Jiangsu
SRR5602270,Senior,0.56,Jiangsu
SRR5602270,Senior,0.6,Jiangsu
SRR5602270,Senior,0.54,Jiangsu
SRR5602270,Senior,0.62,Jiangsu
SRR5602270,Senior,0.64,Jiangsu
SRR5602270,Senior,0.57,Jiangsu
SRR5602270,Young,0.49,Jiangsu
SRR5602270,Young,0.4,Jiangsu
SRR5602270,Young,0.49,Jiangsu
SRR5602270,Young,0.48,Jiangsu
SRR5602270,Young,0.31,Jiangsu
SRR5602270,Young,0.27,Jiangsu
SRR5602270,Young,0.35,Jiangsu
SRR5602270,Young,0.38,Jiangsu
SRR5602270,Young,0.43,Jiangsu
SRR5602270,Young,0.48,Jiangsu
SRR5602270,Young,0.46,Jiangsu
SRR5602270,Young,0.46,Jiangsu
SRR5602270,Young,0.44,Jiangsu
SRR5602270,Young,0.4,Jiangsu
SRR5602270,Young,0.46,Jiangsu
SRR5602270,Young,0.38,Jiangsu
SRR5602270,Young,0.36,Jiangsu
SRR5602270,Young,0.43,Jiangsu
SRR5602271,Senior,0.43,Jiangsu
SRR5602271,Senior,0.43,Jiangsu
SRR5602271,Senior,0.43,Jiangsu
SRR5602271,Senior,0.35,Jiangsu
SRR5602271,Senior,0.39,Jiangsu
SRR5602271,Senior,0.35,Jiangsu
SRR5602271,Senior,0.38,Jiangsu
SRR5602271,Senior,0.41,Jiangsu
SRR5602271,Senior,0.38,Jiangsu
SRR5602271,Senior,0.35,Jiangsu
SRR5602271,Senior,0.45,Jiangsu
SRR5602271,Senior,0.3,Jiangsu
SRR5602271,Senior,0.45,Jiangsu
SRR5602271,Senior,0.34,Jiangsu
SRR5602271,Senior,0.37,Jiangsu
SRR5602271,Senior,0.33,Jiangsu
SRR5602271,Senior,0.35,Jiangsu
SRR5602271,Senior,0.41,Jiangsu
SRR5602271,Senior,0.28,Jiangsu
SRR5602271,Senior,0.38,Jiangsu
SRR5602271,Young,0.57,Jiangsu
SRR5602271,Young,0.57,Jiangsu
SRR5602271,Young,0.57,Jiangsu
SRR5602271,Young,0.65,Jiangsu
SRR5602271,Young,0.61,Jiangsu
SRR5602271,Young,0.65,Jiangsu
SRR5602271,Young,0.62,Jiangsu
SRR5602271,Young,0.59,Jiangsu
SRR5602271,Young,0.62,Jiangsu
SRR5602271,Young,0.65,Jiangsu
SRR5602271,Young,0.55,Jiangsu
SRR5602271,Young,0.7,Jiangsu
SRR5602271,Young,0.55,Jiangsu
SRR5602271,Young,0.66,Jiangsu
SRR5602271,Young,0.63,Jiangsu
SRR5602271,Young,0.67,Jiangsu
SRR5602271,Young,0.65,Jiangsu
SRR5602271,Young,0.59,Jiangsu
SRR5602271,Young,0.72,Jiangsu
SRR5602271,Young,0.62,Jiangsu
SRR5602273,Senior,0.6,Jiangsu
SRR5602273,Senior,0.6,Jiangsu
SRR5602273,Senior,0.64,Jiangsu
SRR5602273,Senior,0.48,Jiangsu
SRR5602273,Senior,0.62,Jiangsu
SRR5602273,Senior,0.66,Jiangsu
SRR5602273,Senior,0.77,Jiangsu
SRR5602273,Senior,0.65,Jiangsu
SRR5602273,Senior,0.68,Jiangsu
SRR5602273,Senior,0.68,Jiangsu
SRR5602273,Senior,0.57,Jiangsu
SRR5602273,Senior,0.66,Jiangsu
SRR5602273,Senior,0.7,Jiangsu
SRR5602273,Senior,0.63,Jiangsu
SRR5602273,Young,0.4,Jiangsu
SRR5602273,Young,0.4,Jiangsu
SRR5602273,Young,0.36,Jiangsu
SRR5602273,Young,0.52,Jiangsu
SRR5602273,Young,0.38,Jiangsu
SRR5602273,Young,0.34,Jiangsu
SRR5602273,Young,0.23,Jiangsu
SRR5602273,Young,0.35,Jiangsu
SRR5602273,Young,0.32,Jiangsu
SRR5602273,Young,0.32,Jiangsu
SRR5602273,Young,0.43,Jiangsu
SRR5602273,Young,0.34,Jiangsu
SRR5602273,Young,0.3,Jiangsu
SRR5602273,Young,0.37,Jiangsu
SRR5602275,Senior,0.64,Jiangsu
SRR5602275,Senior,0.61,Jiangsu
SRR5602275,Senior,0.56,Jiangsu
SRR5602275,Senior,0.57,Jiangsu
SRR5602275,Senior,0.58,Jiangsu
SRR5602275,Senior,0.57,Jiangsu
SRR5602275,Senior,0.65,Jiangsu
SRR5602275,Senior,0.64,Jiangsu
SRR5602275,Senior,0.71,Jiangsu
SRR5602275,Senior,0.54,Jiangsu
SRR5602275,Senior,0.52,Jiangsu
SRR5602275,Senior,0.67,Jiangsu
SRR5602275,Senior,0.51,Jiangsu
SRR5602275,Senior,0.58,Jiangsu
SRR5602275,Young,0.36,Jiangsu
SRR5602275,Young,0.39,Jiangsu
SRR5602275,Young,0.44,Jiangsu
SRR5602275,Young,0.43,Jiangsu
SRR5602275,Young,0.42,Jiangsu
SRR5602275,Young,0.43,Jiangsu
SRR5602275,Young,0.35,Jiangsu
SRR5602275,Young,0.36,Jiangsu
SRR5602275,Young,0.29,Jiangsu
SRR5602275,Young,0.46,Jiangsu
SRR5602275,Young,0.48,Jiangsu
SRR5602275,Young,0.33,Jiangsu
SRR5602275,Young,0.49,Jiangsu
SRR5602275,Young,0.42,Jiangsu
SRR5602278,Senior,0.45,Jiangsu
SRR5602278,Senior,0.42,Jiangsu
SRR5602278,Senior,0.45,Jiangsu
SRR5602278,Senior,0.41,Jiangsu
SRR5602278,Senior,0.45,Jiangsu
SRR5602278,Senior,0.48,Jiangsu
SRR5602278,Senior,0.58,Jiangsu
SRR5602278,Senior,0.45,Jiangsu
SRR5602278,Senior,0.43,Jiangsu
SRR5602278,Senior,0.44,Jiangsu
SRR5602278,Senior,0.58,Jiangsu
SRR5602278,Senior,0.54,Jiangsu
SRR5602278,Senior,0.49,Jiangsu
SRR5602278,Senior,0.53,Jiangsu
SRR5602278,Senior,0.5,Jiangsu
SRR5602278,Senior,0.47,Jiangsu
SRR5602278,Senior,0.43,Jiangsu
SRR5602278,Senior,0.53,Jiangsu
SRR5602278,Young,0.55,Jiangsu
SRR5602278,Young,0.58,Jiangsu
SRR5602278,Young,0.55,Jiangsu
SRR5602278,Young,0.59,Jiangsu
SRR5602278,Young,0.55,Jiangsu
SRR5602278,Young,0.52,Jiangsu
SRR5602278,Young,0.42,Jiangsu
SRR5602278,Young,0.55,Jiangsu
SRR5602278,Young,0.57,Jiangsu
SRR5602278,Young,0.56,Jiangsu
SRR5602278,Young,0.42,Jiangsu
SRR5602278,Young,0.46,Jiangsu
SRR5602278,Young,0.51,Jiangsu
SRR5602278,Young,0.47,Jiangsu
SRR5602278,Young,0.5,Jiangsu
SRR5602278,Young,0.53,Jiangsu
SRR5602278,Young,0.57,Jiangsu
SRR5602278,Young,0.47,Jiangsu
SRR5602279,Senior,0.59,Jiangsu
SRR5602279,Senior,0.64,Jiangsu
SRR5602279,Senior,0.58,Jiangsu
SRR5602279,Senior,0.54,Jiangsu
SRR5602279,Senior,0.48,Jiangsu
SRR5602279,Senior,0.59,Jiangsu
SRR5602279,Senior,0.63,Jiangsu
SRR5602279,Senior,0.54,Jiangsu
SRR5602279,Senior,0.48,Jiangsu
SRR5602279,Senior,0.5,Jiangsu
SRR5602279,Senior,0.59,Jiangsu
SRR5602279,Senior,0.63,Jiangsu
SRR5602279,Senior,0.51,Jiangsu
SRR5602279,Senior,0.51,Jiangsu
SRR5602279,Senior,0.63,Jiangsu
SRR5602279,Senior,0.59,Jiangsu
SRR5602279,Senior,0.52,Jiangsu
SRR5602279,Young,0.41,Jiangsu
SRR5602279,Young,0.36,Jiangsu
SRR5602279,Young,0.42,Jiangsu
SRR5602279,Young,0.46,Jiangsu
SRR5602279,Young,0.52,Jiangsu
SRR5602279,Young,0.41,Jiangsu
SRR5602279,Young,0.37,Jiangsu
SRR5602279,Young,0.46,Jiangsu
SRR5602279,Young,0.52,Jiangsu
SRR5602279,Young,0.5,Jiangsu
SRR5602279,Young,0.41,Jiangsu
SRR5602279,Young,0.37,Jiangsu
SRR5602279,Young,0.49,Jiangsu
SRR5602279,Young,0.49,Jiangsu
SRR5602279,Young,0.37,Jiangsu
SRR5602279,Young,0.41,Jiangsu
SRR5602279,Young,0.48,Jiangsu
SRR5602280,Senior,0.25,Jiangsu
SRR5602280,Senior,0.28,Jiangsu
SRR5602280,Senior,0.28,Jiangsu
SRR5602280,Senior,0.25,Jiangsu
SRR5602280,Senior,0.42,Jiangsu
SRR5602280,Senior,0.17,Jiangsu
SRR5602280,Senior,0.29,Jiangsu
SRR5602280,Senior,0.21,Jiangsu
SRR5602280,Senior,0.22,Jiangsu
SRR5602280,Senior,0.28,Jiangsu
SRR5602280,Senior,0.25,Jiangsu
SRR5602280,Senior,0.26,Jiangsu
SRR5602280,Senior,0.31,Jiangsu
SRR5602280,Senior,0.28,Jiangsu
SRR5602280,Senior,0.27,Jiangsu
SRR5602280,Senior,0.21,Jiangsu
SRR5602280,Senior,0.23,Jiangsu
SRR5602280,Senior,0.36,Jiangsu
SRR5602280,Senior,0.2,Jiangsu
SRR5602280,Senior,0.3,Jiangsu
SRR5602280,Senior,0.33,Jiangsu
SRR5602280,Senior,0.31,Jiangsu
SRR5602280,Young,0.75,Jiangsu
SRR5602280,Young,0.72,Jiangsu
SRR5602280,Young,0.72,Jiangsu
SRR5602280,Young,0.75,Jiangsu
SRR5602280,Young,0.58,Jiangsu
SRR5602280,Young,0.83,Jiangsu
SRR5602280,Young,0.71,Jiangsu
SRR5602280,Young,0.79,Jiangsu
SRR5602280,Young,0.78,Jiangsu
SRR5602280,Young,0.72,Jiangsu
SRR5602280,Young,0.75,Jiangsu
SRR5602280,Young,0.74,Jiangsu
SRR5602280,Young,0.69,Jiangsu
SRR5602280,Young,0.72,Jiangsu
SRR5602280,Young,0.73,Jiangsu
SRR5602280,Young,0.79,Jiangsu
SRR5602280,Young,0.77,Jiangsu
SRR5602280,Young,0.64,Jiangsu
SRR5602280,Young,0.8,Jiangsu
SRR5602280,Young,0.7,Jiangsu
SRR5602280,Young,0.67,Jiangsu
SRR5602280,Young,0.69,Jiangsu
SRR5602281,Senior,0.52,Jiangsu
SRR5602281,Senior,0.42,Jiangsu
SRR5602281,Senior,0.6,Jiangsu
SRR5602281,Senior,0.63,Jiangsu
SRR5602281,Senior,0.59,Jiangsu
SRR5602281,Senior,0.49,Jiangsu
SRR5602281,Senior,0.46,Jiangsu
SRR5602281,Senior,0.49,Jiangsu
SRR5602281,Senior,0.47,Jiangsu
SRR5602281,Senior,0.61,Jiangsu
SRR5602281,Senior,0.53,Jiangsu
SRR5602281,Young,0.48,Jiangsu
SRR5602281,Young,0.58,Jiangsu
SRR5602281,Young,0.4,Jiangsu
SRR5602281,Young,0.37,Jiangsu
SRR5602281,Young,0.41,Jiangsu
SRR5602281,Young,0.51,Jiangsu
SRR5602281,Young,0.54,Jiangsu
SRR5602281,Young,0.51,Jiangsu
SRR5602281,Young,0.53,Jiangsu
SRR5602281,Young,0.39,Jiangsu
SRR5602281,Young,0.47,Jiangsu
SRR5602285,Senior,0.84,Jiangsu
SRR5602285,Senior,0.72,Jiangsu
SRR5602285,Senior,0.75,Jiangsu
SRR5602285,Senior,0.8,Jiangsu
SRR5602285,Senior,0.6,Jiangsu
SRR5602285,Senior,0.77,Jiangsu
SRR5602285,Senior,0.83,Jiangsu
SRR5602285,Senior,0.77,Jiangsu
SRR5602285,Senior,0.73,Jiangsu
SRR5602285,Senior,0.83,Jiangsu
SRR5602285,Senior,0.73,Jiangsu
SRR5602285,Senior,0.69,Jiangsu
SRR5602285,Senior,0.83,Jiangsu
SRR5602285,Senior,0.67,Jiangsu
SRR5602285,Senior,0.77,Jiangsu
SRR5602285,Senior,0.82,Jiangsu
SRR5602285,Senior,0.8,Jiangsu
SRR5602285,Senior,0.72,Jiangsu
SRR5602285,Senior,0.7,Jiangsu
SRR5602285,Senior,0.79,Jiangsu
SRR5602285,Senior,0.77,Jiangsu
SRR5602285,Senior,0.75,Jiangsu
SRR5602285,Senior,0.69,Jiangsu
SRR5602285,Young,0.16,Jiangsu
SRR5602285,Young,0.28,Jiangsu
SRR5602285,Young,0.25,Jiangsu
SRR5602285,Young,0.2,Jiangsu
SRR5602285,Young,0.4,Jiangsu
SRR5602285,Young,0.23,Jiangsu
SRR5602285,Young,0.17,Jiangsu
SRR5602285,Young,0.23,Jiangsu
SRR5602285,Young,0.27,Jiangsu
SRR5602285,Young,0.17,Jiangsu
SRR5602285,Young,0.27,Jiangsu
SRR5602285,Young,0.31,Jiangsu
SRR5602285,Young,0.17,Jiangsu
SRR5602285,Young,0.33,Jiangsu
SRR5602285,Young,0.23,Jiangsu
SRR5602285,Young,0.18,Jiangsu
SRR5602285,Young,0.2,Jiangsu
SRR5602285,Young,0.28,Jiangsu
SRR5602285,Young,0.3,Jiangsu
SRR5602285,Young,0.21,Jiangsu
SRR5602285,Young,0.23,Jiangsu
SRR5602285,Young,0.25,Jiangsu
SRR5602285,Young,0.31,Jiangsu
SRR5602286,Senior,0.61,Jiangsu
SRR5602286,Senior,0.76,Jiangsu
SRR5602286,Senior,0.76,Jiangsu
SRR5602286,Senior,0.67,Jiangsu
SRR5602286,Senior,0.7,Jiangsu
SRR5602286,Senior,0.76,Jiangsu
SRR5602286,Senior,0.74,Jiangsu
SRR5602286,Senior,0.71,Jiangsu
SRR5602286,Senior,0.69,Jiangsu
SRR5602286,Senior,0.69,Jiangsu
SRR5602286,Senior,0.64,Jiangsu
SRR5602286,Senior,0.72,Jiangsu
SRR5602286,Senior,0.79,Jiangsu
SRR5602286,Senior,0.75,Jiangsu
SRR5602286,Senior,0.67,Jiangsu
SRR5602286,Senior,0.67,Jiangsu
SRR5602286,Senior,0.77,Jiangsu
SRR5602286,Young,0.39,Jiangsu
SRR5602286,Young,0.24,Jiangsu
SRR5602286,Young,0.24,Jiangsu
SRR5602286,Young,0.33,Jiangsu
SRR5602286,Young,0.3,Jiangsu
SRR5602286,Young,0.24,Jiangsu
SRR5602286,Young,0.26,Jiangsu
SRR5602286,Young,0.29,Jiangsu
SRR5602286,Young,0.31,Jiangsu
SRR5602286,Young,0.31,Jiangsu
SRR5602286,Young,0.36,Jiangsu
SRR5602286,Young,0.28,Jiangsu
SRR5602286,Young,0.21,Jiangsu
SRR5602286,Young,0.25,Jiangsu
SRR5602286,Young,0.33,Jiangsu
SRR5602286,Young,0.33,Jiangsu
SRR5602286,Young,0.23,Jiangsu
SRR5602287,Senior,0.64,Jiangsu
SRR5602287,Senior,0.71,Jiangsu
SRR5602287,Senior,0.77,Jiangsu
SRR5602287,Senior,0.75,Jiangsu
SRR5602287,Senior,0.7,Jiangsu
SRR5602287,Senior,0.68,Jiangsu
SRR5602287,Senior,0.73,Jiangsu
SRR5602287,Senior,0.8,Jiangsu
SRR5602287,Senior,0.75,Jiangsu
SRR5602287,Senior,0.7,Jiangsu
SRR5602287,Senior,0.75,Jiangsu
SRR5602287,Senior,0.74,Jiangsu
SRR5602287,Senior,0.82,Jiangsu
SRR5602287,Senior,0.73,Jiangsu
SRR5602287,Senior,0.75,Jiangsu
SRR5602287,Senior,0.79,Jiangsu
SRR5602287,Senior,0.67,Jiangsu
SRR5602287,Senior,0.7,Jiangsu
SRR5602287,Senior,0.77,Jiangsu
SRR5602287,Senior,0.69,Jiangsu
SRR5602287,Young,0.36,Jiangsu
SRR5602287,Young,0.29,Jiangsu
SRR5602287,Young,0.23,Jiangsu
SRR5602287,Young,0.25,Jiangsu
SRR5602287,Young,0.3,Jiangsu
SRR5602287,Young,0.32,Jiangsu
SRR5602287,Young,0.27,Jiangsu
SRR5602287,Young,0.2,Jiangsu
SRR5602287,Young,0.25,Jiangsu
SRR5602287,Young,0.3,Jiangsu
SRR5602287,Young,0.25,Jiangsu
SRR5602287,Young,0.26,Jiangsu
SRR5602287,Young,0.18,Jiangsu
SRR5602287,Young,0.27,Jiangsu
SRR5602287,Young,0.25,Jiangsu
SRR5602287,Young,0.21,Jiangsu
SRR5602287,Young,0.33,Jiangsu
SRR5602287,Young,0.3,Jiangsu
SRR5602287,Young,0.23,Jiangsu
SRR5602287,Young,0.31,Jiangsu
SRR5602289,Senior,0.73,Jiangsu
SRR5602289,Senior,0.9,Jiangsu
SRR5602289,Senior,0.69,Jiangsu
SRR5602289,Senior,0.74,Jiangsu
SRR5602289,Senior,0.81,Jiangsu
SRR5602289,Senior,0.76,Jiangsu
SRR5602289,Senior,0.82,Jiangsu
SRR5602289,Senior,0.81,Jiangsu
SRR5602289,Senior,0.77,Jiangsu
SRR5602289,Senior,0.75,Jiangsu
SRR5602289,Senior,0.84,Jiangsu
SRR5602289,Senior,0.74,Jiangsu
SRR5602289,Senior,0.84,Jiangsu
SRR5602289,Senior,0.74,Jiangsu
SRR5602289,Young,0.27,Jiangsu
SRR5602289,Young,0.1,Jiangsu
SRR5602289,Young,0.31,Jiangsu
SRR5602289,Young,0.26,Jiangsu
SRR5602289,Young,0.19,Jiangsu
SRR5602289,Young,0.24,Jiangsu
SRR5602289,Young,0.18,Jiangsu
SRR5602289,Young,0.19,Jiangsu
SRR5602289,Young,0.23,Jiangsu
SRR5602289,Young,0.25,Jiangsu
SRR5602289,Young,0.16,Jiangsu
SRR5602289,Young,0.26,Jiangsu
SRR5602289,Young,0.16,Jiangsu
SRR5602289,Young,0.26,Jiangsu
SRR5602292,Senior,0.71,Jiangsu
SRR5602292,Senior,0.77,Jiangsu
SRR5602292,Senior,0.76,Jiangsu
SRR5602292,Senior,0.77,Jiangsu
SRR5602292,Senior,0.7,Jiangsu
SRR5602292,Senior,0.79,Jiangsu
SRR5602292,Senior,0.76,Jiangsu
SRR5602292,Senior,0.75,Jiangsu
SRR5602292,Senior,0.72,Jiangsu
SRR5602292,Young,0.29,Jiangsu
SRR5602292,Young,0.23,Jiangsu
SRR5602292,Young,0.24,Jiangsu
